vendor,vendor_slug,asset_kind,variant,size_px,file,source_url,vendor_site,asset_basis,legal_status,safe_zone_percent,transparent_background
Cloudflare,cloudflare,vendor,color,512,svg/color/vendors/cloudflare-vendor-color-512.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,vendor,color,256,svg/color/vendors/cloudflare-vendor-color-256.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,vendor,color,128,svg/color/vendors/cloudflare-vendor-color-128.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,color,512,svg/color/products/cloudflare-product-color-512.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,color,256,svg/color/products/cloudflare-product-color-256.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,color,128,svg/color/products/cloudflare-product-color-128.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,vendor,monochrome,512,svg/monochrome/vendors/cloudflare-vendor-monochrome-512.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,vendor,monochrome,256,svg/monochrome/vendors/cloudflare-vendor-monochrome-256.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,vendor,monochrome,128,svg/monochrome/vendors/cloudflare-vendor-monochrome-128.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,monochrome,512,svg/monochrome/products/cloudflare-product-monochrome-512.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,monochrome,256,svg/monochrome/products/cloudflare-product-monochrome-256.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Cloudflare,cloudflare,product,monochrome,128,svg/monochrome/products/cloudflare-product-monochrome-128.svg,https://www.cloudflare.com/press/press-kit/,https://www.cloudflare.com,fontawesome-brand-glyph,Cloudflare trademark/brand guidelines apply; Font Awesome glyph used as technical source.,12.5,True
Principle,principle,vendor,color,512,svg/color/vendors/principle-vendor-color-512.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,vendor,color,256,svg/color/vendors/principle-vendor-color-256.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,vendor,color,128,svg/color/vendors/principle-vendor-color-128.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,color,512,svg/color/products/principle-product-color-512.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,color,256,svg/color/products/principle-product-color-256.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,color,128,svg/color/products/principle-product-color-128.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,vendor,monochrome,512,svg/monochrome/vendors/principle-vendor-monochrome-512.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,vendor,monochrome,256,svg/monochrome/vendors/principle-vendor-monochrome-256.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,vendor,monochrome,128,svg/monochrome/vendors/principle-vendor-monochrome-128.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,monochrome,512,svg/monochrome/products/principle-product-monochrome-512.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,monochrome,256,svg/monochrome/products/principle-product-monochrome-256.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Principle,principle,product,monochrome,128,svg/monochrome/products/principle-product-monochrome-128.svg,https://principleformac.com,https://principleformac.com,typographic-fallback,Trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,color,512,svg/color/vendors/box-vendor-color-512.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,color,256,svg/color/vendors/box-vendor-color-256.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,color,128,svg/color/vendors/box-vendor-color-128.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,color,512,svg/color/products/box-product-color-512.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,color,256,svg/color/products/box-product-color-256.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,color,128,svg/color/products/box-product-color-128.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,monochrome,512,svg/monochrome/vendors/box-vendor-monochrome-512.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,monochrome,256,svg/monochrome/vendors/box-vendor-monochrome-256.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,vendor,monochrome,128,svg/monochrome/vendors/box-vendor-monochrome-128.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,monochrome,512,svg/monochrome/products/box-product-monochrome-512.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,monochrome,256,svg/monochrome/products/box-product-monochrome-256.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Box,box,product,monochrome,128,svg/monochrome/products/box-product-monochrome-128.svg,https://www.box.com,https://www.box.com,typographic-fallback,Box trademark identification; fallback is not an official supplied logo asset.,12.5,True
Atlassian,atlassian,vendor,color,512,svg/color/vendors/atlassian-vendor-color-512.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,vendor,color,256,svg/color/vendors/atlassian-vendor-color-256.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,vendor,color,128,svg/color/vendors/atlassian-vendor-color-128.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,color,512,svg/color/products/atlassian-product-color-512.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,color,256,svg/color/products/atlassian-product-color-256.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,color,128,svg/color/products/atlassian-product-color-128.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,vendor,monochrome,512,svg/monochrome/vendors/atlassian-vendor-monochrome-512.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,vendor,monochrome,256,svg/monochrome/vendors/atlassian-vendor-monochrome-256.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,vendor,monochrome,128,svg/monochrome/vendors/atlassian-vendor-monochrome-128.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,monochrome,512,svg/monochrome/products/atlassian-product-monochrome-512.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,monochrome,256,svg/monochrome/products/atlassian-product-monochrome-256.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Atlassian,atlassian,product,monochrome,128,svg/monochrome/products/atlassian-product-monochrome-128.svg,https://www.atlassian.com/company/news/press-kit,https://www.atlassian.com,fontawesome-brand-glyph,Atlassian trademark guidelines apply; do not modify official Atlassian assets.,12.5,True
Postman,postman,vendor,color,512,svg/color/vendors/postman-vendor-color-512.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,vendor,color,256,svg/color/vendors/postman-vendor-color-256.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,vendor,color,128,svg/color/vendors/postman-vendor-color-128.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,color,512,svg/color/products/postman-product-color-512.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,color,256,svg/color/products/postman-product-color-256.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,color,128,svg/color/products/postman-product-color-128.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,vendor,monochrome,512,svg/monochrome/vendors/postman-vendor-monochrome-512.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,vendor,monochrome,256,svg/monochrome/vendors/postman-vendor-monochrome-256.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,vendor,monochrome,128,svg/monochrome/vendors/postman-vendor-monochrome-128.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,monochrome,512,svg/monochrome/products/postman-product-monochrome-512.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,monochrome,256,svg/monochrome/products/postman-product-monochrome-256.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
Postman,postman,product,monochrome,128,svg/monochrome/products/postman-product-monochrome-128.svg,https://www.postman.com,https://www.postman.com,typographic-fallback,Postman trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,color,512,svg/color/vendors/teamviewer-vendor-color-512.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,color,256,svg/color/vendors/teamviewer-vendor-color-256.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,color,128,svg/color/vendors/teamviewer-vendor-color-128.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,color,512,svg/color/products/teamviewer-product-color-512.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,color,256,svg/color/products/teamviewer-product-color-256.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,color,128,svg/color/products/teamviewer-product-color-128.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,monochrome,512,svg/monochrome/vendors/teamviewer-vendor-monochrome-512.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,monochrome,256,svg/monochrome/vendors/teamviewer-vendor-monochrome-256.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,vendor,monochrome,128,svg/monochrome/vendors/teamviewer-vendor-monochrome-128.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,monochrome,512,svg/monochrome/products/teamviewer-product-monochrome-512.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,monochrome,256,svg/monochrome/products/teamviewer-product-monochrome-256.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
TeamViewer,teamviewer,product,monochrome,128,svg/monochrome/products/teamviewer-product-monochrome-128.svg,https://www.teamviewer.com,https://www.teamviewer.com,typographic-fallback,TeamViewer trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,color,512,svg/color/vendors/browserstack-vendor-color-512.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,color,256,svg/color/vendors/browserstack-vendor-color-256.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,color,128,svg/color/vendors/browserstack-vendor-color-128.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,product,color,512,svg/color/products/browserstack-product-color-512.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,product,color,256,svg/color/products/browserstack-product-color-256.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,product,color,128,svg/color/products/browserstack-product-color-128.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,monochrome,512,svg/monochrome/vendors/browserstack-vendor-monochrome-512.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,monochrome,256,svg/monochrome/vendors/browserstack-vendor-monochrome-256.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,vendor,monochrome,128,svg/monochrome/vendors/browserstack-vendor-monochrome-128.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
